num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
1372,coconut-wall-planter,Coconut Wall Planter,Furniture,FALSE,600,bells,NA,NA,NA,FALSE,5,clump-of-weeds,nh,item-coconut-wall-planter,https://villagerdb.com/images/items/thumb/coconut-wall-planter.c4bc4a8.png
1373,coconut,Coconut,Fruit,FALSE,250,bells,NA,NA,Shaking fruit tree,NA,NA,NA,nh,item-coconut,https://villagerdb.com/images/items/thumb/coconut.aaf6251.png
1373,coconut,Coconut,Fruit,FALSE,250,bells,NA,NA,Nook's Cranny,NA,NA,NA,nh,item-coconut,https://villagerdb.com/images/items/thumb/coconut.aaf6251.png
1376,coelacanth-model,Coelacanth Model,Furniture,NA,18000,bells,NA,NA,NA,NA,NA,NA,nh,item-coelacanth-model,https://villagerdb.com/images/items/thumb/coelacanth-model.8e783ce.png
1377,coelacanth,Coelacanth,Fish,FALSE,15000,bells,NA,NA,"North: Huge Shadows at Sea while raining, All Year (All day)",NA,NA,NA,nh,item-coelacanth,https://villagerdb.com/images/items/thumb/coelacanth.5833fcf.png
1377,coelacanth,Coelacanth,Fish,FALSE,15000,bells,NA,NA,"South: Huge Shadows at Sea while raining, All Year (All day)",NA,NA,NA,nh,item-coelacanth,https://villagerdb.com/images/items/thumb/coelacanth.5833fcf.png
1378,coffee-cup,Coffee Cup,Furniture,TRUE,67,bells,270,bells,NA,NA,NA,NA,nh,item-coffee-cup,https://villagerdb.com/images/items/thumb/coffee-cup.c82fda8.png
1379,coffee-grinder,Coffee Grinder,Furniture,TRUE,550,bells,2200,bells,Nook's Cranny,FALSE,NA,NA,nh,item-coffee-grinder,https://villagerdb.com/images/items/thumb/coffee-grinder.874c274.png
1382,coin-headpiece,Coin Headpiece,Hats,FALSE,1350,bells,5400,bells,NA,NA,NA,NA,nh,item-coin-headpiece,https://villagerdb.com/images/items/full/coin-headpiece.09631fb.png
1385,cold-country-bunad,Cold-country Bunad,Dresses,NA,630,bells,2520,bells,NA,NA,NA,NA,nh,item-cold-country-bunad,https://villagerdb.com/images/items/full/cold-country-bunad.1f9f766.png
1386,cold-country-dress,Cold-country Dress,Dresses,NA,630,bells,2520,bells,NA,NA,NA,NA,nh,item-cold-country-dress,https://villagerdb.com/images/items/full/cold-country-dress.442feb9.png
1389,collarless-coat,Collarless Coat,Tops,NA,500,bells,2000,bells,NA,NA,NA,NA,nh,item-collarless-coat,https://villagerdb.com/images/items/full/collarless-coat.110d87f.png
1390,collarless-shirt,Collarless Shirt,Tops,NA,240,bells,960,bells,NA,NA,NA,NA,nh,item-collarless-shirt,https://villagerdb.com/images/items/full/collarless-shirt.418979f.png
1391,college-cardigan,College Cardigan,Tops,TRUE,300,bells,1200,bells,Able Sisters,NA,NA,NA,nh,item-college-cardigan,https://villagerdb.com/images/items/full/college-cardigan.a558b9c.png
1392,color-block-dress-shirt,Color-block Dress Shirt,Tops,TRUE,240,bells,960,bells,Able Sisters,NA,NA,NA,nh,item-color-block-dress-shirt,https://villagerdb.com/images/items/full/color-block-dress-shirt.9b786b0.png
1393,color-blocked-socks,Color-blocked Socks,Socks,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-color-blocked-socks,https://villagerdb.com/images/items/full/color-blocked-socks.9745dcd.png
1395,colorful-fishing-rod,Colorful Fishing Rod,Tools,FALSE,625,bells,NA,NA,NA,NA,NA,NA,nh,item-colorful-fishing-rod,https://villagerdb.com/images/items/thumb/colorful-fishing-rod.4f219cd.png
1397,colorful-net,Colorful Net,Tools,FALSE,625,bells,NA,NA,NA,NA,NA,NA,nh,item-colorful-net,https://villagerdb.com/images/items/thumb/colorful-net.e9079f7.png
1400,colorful-shovel,Colorful Shovel,Tools,FALSE,625,bells,NA,NA,NA,NA,NA,NA,nh,item-colorful-shovel,https://villagerdb.com/images/items/thumb/colorful-shovel.11c81d0.png
1401,colorful-skirt,Colorful Skirt,Bottoms,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-colorful-skirt,https://villagerdb.com/images/items/full/colorful-skirt.336bb6f.png
1402,colorful-slingshot,Colorful Slingshot,Tools,FALSE,625,bells,NA,NA,NA,NA,NA,NA,nh,item-colorful-slingshot,https://villagerdb.com/images/items/thumb/colorful-slingshot.9afc061.png
1405,colorful-striped-knit-cap,Colorful Striped Knit Cap,Hats,NA,220,bells,880,bells,NA,NA,NA,NA,nh,item-colorful-striped-knit-cap,https://villagerdb.com/images/items/full/colorful-striped-knit-cap.37a495c.png
1406,colorful-striped-sweater,Colorful Striped Sweater,Tops,TRUE,300,bells,1200,bells,Balloon,NA,NA,NA,nh,item-colorful-striped-sweater,https://villagerdb.com/images/items/full/colorful-striped-sweater.3f1cad0.png
1406,colorful-striped-sweater,Colorful Striped Sweater,Tops,TRUE,300,bells,1200,bells,Able Sisters,NA,NA,NA,nh,item-colorful-striped-sweater,https://villagerdb.com/images/items/full/colorful-striped-sweater.3f1cad0.png
1410,colorful-watering-can,Colorful Watering Can,Tools,FALSE,625,bells,NA,NA,NA,NA,NA,NA,nh,item-colorful-watering-can,https://villagerdb.com/images/items/thumb/colorful-watering-can.64cfbc5.png
1411,colorful-wheel,Colorful Wheel,Furniture,TRUE,725,bells,2900,bells,NA,FALSE,NA,NA,nh,item-colorful-wheel,https://villagerdb.com/images/items/thumb/colorful-wheel.09376fe.png
1414,combat-helmet,Combat Helmet,Hats,TRUE,280,bells,1120,bells,Able Sisters,NA,NA,NA,nh,item-combat-helmet,https://villagerdb.com/images/items/full/combat-helmet.440aee8.png
1415,comedians-outfit,Comedian's Outfit,Tops,TRUE,625,bells,2500,bells,NA,NA,NA,NA,nh,item-comedians-outfit,https://villagerdb.com/images/items/full/comedians-outfit.6c1891d.png
1416,comedians-pants,Comedian's Pants,Bottoms,NA,525,bells,2100,bells,NA,NA,NA,NA,nh,item-comedians-pants,https://villagerdb.com/images/items/full/comedians-pants.a50e460.png
1417,comfy-sandals,Comfy Sandals,Shoes,TRUE,260,bells,1040,bells,NA,NA,NA,NA,nh,item-comfy-sandals,https://villagerdb.com/images/items/full/comfy-sandals.cab147d.png
1419,comic-shorts,Comic Shorts,Bottoms,NA,285,bells,1140,bells,NA,NA,NA,NA,nh,item-comic-shorts,https://villagerdb.com/images/items/full/comic-shorts.44e5ef8.png
1421,common-bluebottle-model,Common Bluebottle Model,Furniture,NA,900,bells,NA,NA,NA,NA,NA,NA,nh,item-common-bluebottle-model,https://villagerdb.com/images/items/thumb/common-bluebottle-model.fa91642.png
1422,common-bluebottle,Common Bluebottle,Bugs,FALSE,300,bells,1200,bells,NA,NA,NA,NA,nh,item-common-bluebottle,https://villagerdb.com/images/items/thumb/common-bluebottle.1b9fd61.png
1423,common-butterfly-model,Common Butterfly Model,Furniture,FALSE,480,bells,NA,NA,Flick,NA,3,common-butterfly,nh,item-common-butterfly-model,https://villagerdb.com/images/items/thumb/common-butterfly-model.ce50d51.png
1424,common-butterfly,Common Butterfly,Bugs,FALSE,160,bells,NA,NA,"Around flowers (Jan-Jun, Sept-Dec)",NA,NA,NA,nh,item-common-butterfly,https://villagerdb.com/images/items/thumb/common-butterfly.901d727.png
1434,composers-wig,Composer's Wig,Hats,NA,420,bells,1680,bells,NA,NA,NA,NA,nh,item-composers-wig,https://villagerdb.com/images/items/full/composers-wig.0262040.png
1435,compression-tights,Compression Tights,Socks,NA,150,bells,600,bells,NA,NA,NA,NA,nh,item-compression-tights,https://villagerdb.com/images/items/full/compression-tights.0793ad9.png
1442,concierge-uniform,Concierge Uniform,Dresses,NA,480,bells,1920,bells,NA,NA,NA,NA,nh,item-concierge-uniform,https://villagerdb.com/images/items/full/concierge-uniform.7fa5028.png
1446,cone,Cone,Furniture,TRUE,157,bells,630,bells,Nook's Cranny,NA,NA,NA,nh,item-cone,https://villagerdb.com/images/items/thumb/cone.31cff60.png
1450,construction-sign,Construction Sign,Furniture,TRUE,5000,bells,NA,NA,NA,NA,NA,NA,nh,item-construction-sign,https://villagerdb.com/images/items/thumb/construction-sign.69d2de9.png
1461,cool-hyacinth-crown,Cool Hyacinth Crown,Hats,FALSE,1280,bells,5120,bells,NA,FALSE,4,blue-hyacinths,nh,item-cool-hyacinth-crown,https://villagerdb.com/images/items/full/cool-hyacinth-crown.2a6887c.png
1461,cool-hyacinth-crown,Cool Hyacinth Crown,Hats,FALSE,1280,bells,5120,bells,NA,FALSE,2,pink-hyacinths,nh,item-cool-hyacinth-crown,https://villagerdb.com/images/items/full/cool-hyacinth-crown.2a6887c.png
1461,cool-hyacinth-crown,Cool Hyacinth Crown,Hats,FALSE,1280,bells,5120,bells,NA,FALSE,2,orange-hyacinths,nh,item-cool-hyacinth-crown,https://villagerdb.com/images/items/full/cool-hyacinth-crown.2a6887c.png
1462,cool-hyacinth-wreath,Cool Hyacinth Wreath,Furniture,NA,1440,bells,5760,bells,NA,NA,NA,NA,nh,item-cool-hyacinth-wreath,https://villagerdb.com/images/items/thumb/cool-hyacinth-wreath.bc12377.png
1464,cool-pansy-crown,Cool Pansy Crown,Hats,NA,960,bells,3840,bells,NA,NA,NA,NA,nh,item-cool-pansy-crown,https://villagerdb.com/images/items/full/cool-pansy-crown.c602cba.png
1465,cool-pansy-wreath,Cool Pansy Wreath,Furniture,NA,4800,bells,19200,bells,NA,NA,NA,NA,nh,item-cool-pansy-wreath,https://villagerdb.com/images/items/thumb/cool-pansy-wreath.1efa579.png
1470,cool-windflower-crown,Cool Windflower Crown,Hats,FALSE,960,bells,NA,NA,NA,FALSE,3,blue-windflowers,nh,item-cool-windflower-crown,https://villagerdb.com/images/items/full/cool-windflower-crown.39cc791.png
1470,cool-windflower-crown,Cool Windflower Crown,Hats,FALSE,960,bells,NA,NA,NA,FALSE,3,pink-windflowers,nh,item-cool-windflower-crown,https://villagerdb.com/images/items/full/cool-windflower-crown.39cc791.png
1471,cool-windflower-wreath,Cool Windflower Wreath,Furniture,NA,1200,bells,4800,bells,NA,NA,NA,NA,nh,item-cool-windflower-wreath,https://villagerdb.com/images/items/thumb/cool-windflower-wreath.5c21a7c.png
1472,cooler-box,Cooler Box,Furniture,TRUE,425,bells,1700,bells,Nook's Cranny,NA,NA,NA,nh,item-cooler-box,https://villagerdb.com/images/items/thumb/cooler-box.13f57fb.png
1474,coprolite,Coprolite,Fossils,FALSE,1100,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-coprolite,https://villagerdb.com/images/items/thumb/coprolite.87994c5.png
1480,cordless-phone,Cordless Phone,Furniture,TRUE,400,bells,1600,bells,NA,NA,NA,NA,nh,item-cordless-phone,https://villagerdb.com/images/items/thumb/cordless-phone.575ac31.png
1481,corduroy-pants,Corduroy Pants,Bottoms,NA,260,bells,1040,bells,NA,NA,NA,NA,nh,item-corduroy-pants,https://villagerdb.com/images/items/full/corduroy-pants.1909849.png
1482,corduroy-skirt,Corduroy Skirt,Bottoms,TRUE,260,bells,1040,bells,Able Sisters,NA,NA,NA,nh,item-corduroy-skirt,https://villagerdb.com/images/items/full/corduroy-skirt.f881d70.png
1485,corkboard,Corkboard,Furniture,NA,350,bells,1400,bells,NA,TRUE,NA,NA,nh,item-corkboard,https://villagerdb.com/images/items/thumb/corkboard.ae2490f.png
1489,corpolite,Corpolite,Fossils,FALSE,1100,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-corpolite,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
1490,corral-fence,Corral Fence,Furniture,FALSE,72,bells,NA,NA,NA,FALSE,6,wood,nh,item-corral-fence,https://villagerdb.com/images/items/thumb/corral-fence.d3c5a2a.png
1493,corte-skirt,Corte Skirt,Bottoms,TRUE,220,bells,880,bells,Able Sisters,NA,NA,NA,nh,item-corte-skirt,https://villagerdb.com/images/items/full/corte-skirt.18f033b.png
1494,cosmos-crown,Cosmos Crown,Hats,NA,560,bells,2240,bells,NA,NA,NA,NA,nh,item-cosmos-crown,https://villagerdb.com/images/items/full/cosmos-crown.c1a113e.png
1496,cosmos-shower,Cosmos Shower,Furniture,NA,3050,bells,12200,bells,NA,NA,NA,NA,nh,item-cosmos-shower,https://villagerdb.com/images/items/thumb/cosmos-shower.027be11.png
1497,cosmos-wand,Cosmos Wand,Tools,FALSE,1580,bells,NA,NA,NA,NA,NA,NA,nh,item-cosmos-wand,https://villagerdb.com/images/items/thumb/cosmos-wand.4f8b8cb.png
1498,cosmos-wreath,Cosmos Wreath,Furniture,FALSE,720,bells,2880,bells,NA,FALSE,3,yellow-cosmos,nh,item-cosmos-wreath,https://villagerdb.com/images/items/thumb/cosmos-wreath.5157135.png
1498,cosmos-wreath,Cosmos Wreath,Furniture,FALSE,720,bells,2880,bells,NA,FALSE,3,white-cosmos,nh,item-cosmos-wreath,https://villagerdb.com/images/items/thumb/cosmos-wreath.5157135.png
1498,cosmos-wreath,Cosmos Wreath,Furniture,FALSE,720,bells,2880,bells,NA,FALSE,3,red-cosmos,nh,item-cosmos-wreath,https://villagerdb.com/images/items/thumb/cosmos-wreath.5157135.png
1499,cotton-candy-stall,Cotton-candy Stall,Furniture,FALSE,15000,bells,60000,bells,Nook Shopping,FALSE,NA,NA,nh,item-cotton-candy-stall,https://villagerdb.com/images/items/thumb/cotton-candy-stall.239d493.png
1502,country-fence,Country Fence,Furniture,FALSE,72,bells,NA,NA,NA,FALSE,6,hardwood,nh,item-country-fence,https://villagerdb.com/images/items/thumb/country-fence.dfdd2ea.png
1504,country-socks,Country Socks,Socks,NA,180,bells,720,bells,NA,NA,NA,NA,nh,item-country-socks,https://villagerdb.com/images/items/full/country-socks.1897ed4.png
1507,coverall-coat,Coverall Coat,Tops,NA,280,bells,1120,bells,NA,NA,NA,NA,nh,item-coverall-coat,https://villagerdb.com/images/items/full/coverall-coat.bc501b6.png
1508,coveralls-with-arm-covers,Coveralls With Arm Covers,Dresses,TRUE,400,bells,1600,bells,Able Sisters,NA,NA,NA,nh,item-coveralls-with-arm-covers,https://villagerdb.com/images/items/full/coveralls-with-arm-covers.a6b7c4f.png
1517,cowboy-boots,Cowboy Boots,Shoes,TRUE,595,bells,2380,bells,Able Sisters,NA,NA,NA,nh,item-cowboy-boots,https://villagerdb.com/images/items/full/cowboy-boots.499ebad.png
1518,cowboy-shirt,Cowboy Shirt,Tops,TRUE,525,bells,2100,bells,Able Sisters,NA,NA,NA,nh,item-cowboy-shirt,https://villagerdb.com/images/items/full/cowboy-shirt.555b075.png
1529,crawfish-model,Crawfish Model,Furniture,NA,600,bells,NA,NA,NA,NA,NA,NA,nh,item-crawfish-model,https://villagerdb.com/images/items/thumb/crawfish-model.60e5a8e.png
1530,crawfish,Crawfish,Fish,FALSE,200,bells,NA,NA,"North: Medium Shadows in Pond, Apr-Sep (All day)",NA,NA,NA,nh,item-crawfish,https://villagerdb.com/images/items/thumb/crawfish.824bf5c.png
1530,crawfish,Crawfish,Fish,FALSE,200,bells,NA,NA,"South: Medium Shadows in Pond, Oct-Mar (All day)",NA,NA,NA,nh,item-crawfish,https://villagerdb.com/images/items/thumb/crawfish.824bf5c.png
1532,cream-and-sugar,Cream And Sugar,Furniture,TRUE,125,bells,500,bells,Nook's Cranny,NA,NA,NA,nh,item-cream-and-sugar,https://villagerdb.com/images/items/thumb/cream-and-sugar.8874007.png
1545,crescent-moon-chair,Crescent-moon Chair,Furniture,NA,8500,bells,34000,bells,NA,NA,NA,NA,nh,item-crescent-moon-chair,https://villagerdb.com/images/items/thumb/crescent-moon-chair.fd7ea35.png
1546,crest-doorplate,Crest Doorplate,Furniture,NA,3000,bells,12000,bells,NA,TRUE,3,wood,nh,item-crest-doorplate,https://villagerdb.com/images/items/thumb/crest-doorplate.315a65f.png
1546,crest-doorplate,Crest Doorplate,Furniture,NA,3000,bells,12000,bells,NA,TRUE,2,iron-nugget,nh,item-crest-doorplate,https://villagerdb.com/images/items/thumb/crest-doorplate.315a65f.png
1548,crewed-spaceship,Crewed Spaceship,Furniture,NA,20000,bells,80000,bells,NA,NA,NA,NA,nh,item-crewed-spaceship,https://villagerdb.com/images/items/thumb/crewed-spaceship.839ff86.png
1552,cricket-model,Cricket Model,Furniture,NA,390,bells,NA,NA,NA,NA,NA,NA,nh,item-cricket-model,https://villagerdb.com/images/items/thumb/cricket-model.0338ba7.png
1553,cricket,Cricket,Bugs,FALSE,130,bells,520,bells,NA,NA,NA,NA,nh,item-cricket,https://villagerdb.com/images/items/thumb/cricket.4aa362b.png
1555,crocheted-socks,Crocheted Socks,Socks,TRUE,150,bells,600,bells,NA,NA,NA,NA,nh,item-crocheted-socks,https://villagerdb.com/images/items/full/crocheted-socks.fe6ff40.png
1557,cropped-pants,Cropped Pants,Bottoms,TRUE,230,bells,920,bells,NA,NA,NA,NA,nh,item-cropped-pants,https://villagerdb.com/images/items/full/cropped-pants.8c67c71.png
1560,cross-belt-sandals,Cross-belt Sandals,Shoes,NA,260,bells,1040,bells,NA,NA,NA,NA,nh,item-cross-belt-sandals,https://villagerdb.com/images/items/full/cross-belt-sandals.4d230c3.png
1561,crossbody-bag,Crossbody Bag,Accessories,NA,175,bells,700,bells,NA,NA,NA,NA,nh,item-crossbody-bag,https://villagerdb.com/images/items/full/crossbody-bag.56e654f.png
1562,crossbody-boston-bag,Crossbody Boston Bag,Accessories,NA,420,bells,1680,bells,NA,NA,NA,NA,nh,item-crossbody-boston-bag,https://villagerdb.com/images/items/full/crossbody-boston-bag.43c5cac.png
1566,crown,Crown,Hats,TRUE,250000,bells,1000000,bells,NA,NA,NA,NA,nh,item-crown,https://villagerdb.com/images/items/full/crown.79891f9.png
1567,crucian-carp-model,Crucian Carp Model,Furniture,NA,480,bells,NA,NA,NA,NA,NA,NA,nh,item-crucian-carp-model,https://villagerdb.com/images/items/thumb/crucian-carp-model.87829f7.png
1568,crucian-carp,Crucian Carp,Fish,FALSE,160,bells,NA,NA,NA,NA,NA,NA,nh,item-crucian-carp,https://villagerdb.com/images/items/thumb/crucian-carp.09b08b5.png
1569,cruician-carp,Cruician Carp,Fish,FALSE,160,bells,NA,NA,River (year round),NA,NA,NA,nh,item-cruician-carp,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
1577,cuckoo-clock,Cuckoo Clock,Furniture,NA,800,bells,3200,bells,NA,NA,NA,NA,nh,item-cuckoo-clock,https://villagerdb.com/images/items/thumb/cuckoo-clock.f5be4be.png
1579,cucumber-pack,Cucumber Pack,Accessories,NA,122,bells,490,bells,NA,NA,NA,NA,nh,item-cucumber-pack,https://villagerdb.com/images/items/full/cucumber-pack.57d9bab.png
1580,cuffed-pants,Cuffed Pants,Bottoms,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-cuffed-pants,https://villagerdb.com/images/items/full/cuffed-pants.c449c41.png
1581,culottes,Culottes,Bottoms,TRUE,175,bells,700,bells,NA,NA,NA,NA,nh,item-culottes,https://villagerdb.com/images/items/full/culottes.45cb1fa.png
1588,curly-mustache,Curly Mustache,Accessories,TRUE,175,bells,700,bells,Able Sisters,NA,NA,NA,nh,item-curly-mustache,https://villagerdb.com/images/items/full/curly-mustache.d3d1787.png
1594,cushion,Cushion,Furniture,NA,75,bells,300,bells,NA,NA,NA,NA,nh,item-cushion,https://villagerdb.com/images/items/thumb/cushion.2560183.png
1595,customizable-phone-case-kit,Customizable Phone Case Kit,Usables,NA,9000,bells,36000,bells,NA,NA,NA,NA,nh,item-customizable-phone-case-kit,https://villagerdb.com/images/items/thumb/customizable-phone-case-kit.2b121fb.png
1596,customization-kit,Customization Kit,Usables,NA,150,bells,600,bells,NA,NA,NA,NA,nh,item-customization-kit,https://villagerdb.com/images/items/thumb/customization-kit.a766341.png
1597,cut-pleather-skirt,Cut-pleather Skirt,Bottoms,TRUE,275,bells,1100,bells,NA,NA,NA,NA,nh,item-cut-pleather-skirt,https://villagerdb.com/images/items/full/cut-pleather-skirt.951fa76.png
1598,cute-bed,Cute Bed,Furniture,TRUE,3000,bells,12000,bells,Nook's Cranny,NA,NA,NA,nh,item-cute-bed,https://villagerdb.com/images/items/thumb/cute-bed.02d349d.png
1601,cute-chair,Cute Chair,Furniture,NA,1075,bells,4300,bells,NA,NA,NA,NA,nh,item-cute-chair,https://villagerdb.com/images/items/thumb/cute-chair.01d75d0.png
1602,cute-diy-table,Cute Diy Table,Furniture,TRUE,1750,bells,7000,bells,NA,NA,NA,NA,nh,item-cute-diy-table,https://villagerdb.com/images/items/thumb/cute-diy-table.e7569a2.png
1603,cute-floor-lamp,Cute Floor Lamp,Furniture,NA,875,bells,3500,bells,NA,NA,NA,NA,nh,item-cute-floor-lamp,https://villagerdb.com/images/items/thumb/cute-floor-lamp.f633a18.png
1604,cute-lily-crown,Cute Lily Crown,Hats,NA,800,bells,3200,bells,NA,FALSE,2,red-lilies,nh,item-cute-lily-crown,https://villagerdb.com/images/items/full/cute-lily-crown.bd7fd99.png
1604,cute-lily-crown,Cute Lily Crown,Hats,NA,800,bells,3200,bells,NA,FALSE,2,yellow-lilies,nh,item-cute-lily-crown,https://villagerdb.com/images/items/full/cute-lily-crown.bd7fd99.png
1604,cute-lily-crown,Cute Lily Crown,Hats,NA,800,bells,3200,bells,NA,FALSE,2,white-lilies,nh,item-cute-lily-crown,https://villagerdb.com/images/items/full/cute-lily-crown.bd7fd99.png
1605,cute-music-player,Cute Music Player,Furniture,TRUE,650,bells,2600,bells,Nook's Cranny,NA,NA,NA,nh,item-cute-music-player,https://villagerdb.com/images/items/thumb/cute-music-player.f2687bf.png
1609,cute-rose-crown,Cute Rose Crown,Hats,NA,960,bells,3840,bells,NA,NA,NA,NA,nh,item-cute-rose-crown,https://villagerdb.com/images/items/full/cute-rose-crown.dbd3d15.png
1610,cute-sneakers,Cute Sneakers,Shoes,TRUE,315,bells,1260,bells,Balloon,NA,NA,NA,nh,item-cute-sneakers,https://villagerdb.com/images/items/full/cute-sneakers.6b95b42.png
1610,cute-sneakers,Cute Sneakers,Shoes,TRUE,315,bells,1260,bells,Able Sisters,NA,NA,NA,nh,item-cute-sneakers,https://villagerdb.com/images/items/full/cute-sneakers.6b95b42.png
1611,cute-sofa,Cute Sofa,Furniture,NA,2400,bells,9600,bells,NA,NA,NA,NA,nh,item-cute-sofa,https://villagerdb.com/images/items/thumb/cute-sofa.7a298c3.png
1612,cute-tea-table,Cute Tea Table,Furniture,TRUE,750,bells,3000,bells,NA,NA,NA,NA,nh,item-cute-tea-table,https://villagerdb.com/images/items/thumb/cute-tea-table.155aabb.png
1613,cute-vanity,Cute Vanity,Furniture,TRUE,1350,bells,5400,bells,Nook's Cranny,NA,NA,NA,nh,item-cute-vanity,https://villagerdb.com/images/items/thumb/cute-vanity.adde5c5.png
1614,cute-wall-mounted-clock,Cute Wall-mounted Clock,Furniture,TRUE,300,bells,1200,bells,Nook Shopping,NA,NA,NA,nh,item-cute-wall-mounted-clock,https://villagerdb.com/images/items/thumb/cute-wall-mounted-clock.3455163.png
1615,cute-wardrobe,Cute Wardrobe,Furniture,NA,1825,bells,7300,bells,NA,NA,NA,NA,nh,item-cute-wardrobe,https://villagerdb.com/images/items/thumb/cute-wardrobe.5081659.png
1621,cutting-board,Cutting Board,Furniture,NA,990,bells,3960,bells,NA,NA,NA,NA,nh,item-cutting-board,https://villagerdb.com/images/items/thumb/cutting-board.4e362ef.png
1627,cyber-shades,Cyber Shades,Accessories,TRUE,325,bells,1300,bells,NA,NA,NA,NA,nh,item-cyber-shades,https://villagerdb.com/images/items/full/cyber-shades.d509722.png
1628,cyber-suit,Cyber Suit,Dresses,NA,875,bells,3500,bells,NA,NA,NA,NA,nh,item-cyber-suit,https://villagerdb.com/images/items/full/cyber-suit.ac7af13.png
1629,cycling-cap,Cycling Cap,Hats,TRUE,275,bells,1100,bells,NA,NA,NA,NA,nh,item-cycling-cap,https://villagerdb.com/images/items/full/cycling-cap.4642ebe.png
1630,cycling-shirt,Cycling Shirt,Tops,TRUE,300,bells,1200,bells,NA,NA,NA,NA,nh,item-cycling-shirt,https://villagerdb.com/images/items/full/cycling-shirt.5dd340d.png
1631,cycling-shorts,Cycling Shorts,Bottoms,NA,175,bells,700,bells,NA,NA,NA,NA,nh,item-cycling-shorts,https://villagerdb.com/images/items/full/cycling-shorts.051c63f.png
1633,cyclommatus-stag-model,Cyclommatus Stag Model,Furniture,NA,24000,bells,NA,NA,NA,NA,NA,NA,nh,item-cyclommatus-stag-model,https://villagerdb.com/images/items/thumb/cyclommatus-stag-model.d8350fb.png
1634,cyclommatus-stag,Cyclommatus Stag,Bugs,FALSE,8000,bells,32000,bells,NA,NA,NA,NA,nh,item-cyclommatus-stag,https://villagerdb.com/images/items/thumb/cyclommatus-stag.3670004.png
1638,cypress-bathtub,Cypress Bathtub,Furniture,NA,3250,bells,13000,bells,NA,NA,NA,NA,nh,item-cypress-bathtub,https://villagerdb.com/images/items/thumb/cypress-bathtub.26d884d.png
1639,cypress-plant,Cypress Plant,Furniture,TRUE,250,bells,1000,bells,Nook's Cranny,NA,NA,NA,nh,item-cypress-plant,https://villagerdb.com/images/items/thumb/cypress-plant.4a603b8.png
1643,dab-model,Dab Model,Furniture,NA,900,bells,NA,NA,NA,NA,NA,NA,nh,item-dab-model,https://villagerdb.com/images/items/thumb/dab-model.082a463.png
1645,dab,Dab,Fish,FALSE,300,bells,NA,NA,Sea (Oct-Apr),NA,NA,NA,nh,item-dab,https://villagerdb.com/images/items/thumb/dab.564da41.png
1646,dace-model,Dace Model,Furniture,NA,720,bells,NA,NA,NA,NA,NA,NA,nh,item-dace-model,https://villagerdb.com/images/items/thumb/dace-model.9b55ef3.png
1647,dace,Dace,Fish,FALSE,240,bells,NA,NA,River (year round),NA,NA,NA,nh,item-dace,https://villagerdb.com/images/items/thumb/dace.fce14b4.png
1657,dal-apron,Dal Apron,Tops,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-apron,https://villagerdb.com/images/items/full/dal-apron.0cd129e.png
1658,dal-backpack,Dal Backpack,Accessories,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-backpack,https://villagerdb.com/images/items/full/dal-backpack.b8a1551.png
1659,dal-cap,Dal Cap,Hats,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-cap,https://villagerdb.com/images/items/full/dal-cap.7b94420.png
1660,dal-eye-mask,Dal Eye Mask,Accessories,FALSE,1010,bells,NA,NA,In the mail,NA,NA,NA,nh,item-dal-eye-mask,https://villagerdb.com/images/items/full/dal-eye-mask.392fbd5.png
1661,dal-model-plane,Dal Model Plane,Furniture,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-model-plane,https://villagerdb.com/images/items/thumb/dal-model-plane.2c4810e.png
1662,dal-mug,Dal Mug,Furniture,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-mug,https://villagerdb.com/images/items/thumb/dal-mug.860228f.png
1663,dal-pilot-jacket,Dal Pilot Jacket,Tops,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-pilot-jacket,https://villagerdb.com/images/items/full/dal-pilot-jacket.7a15e89.png
1664,dal-slippers,Dal Slippers,Shoes,FALSE,1010,bells,NA,NA,In the mail,NA,NA,NA,nh,item-dal-slippers,https://villagerdb.com/images/items/full/dal-slippers.3eb056a.png
1665,dal-sunglasses,Dal Sunglasses,Accessories,NA,1010,bells,4040,bells,NA,NA,NA,NA,nh,item-dal-sunglasses,https://villagerdb.com/images/items/full/dal-sunglasses.41f7b80.png
1666,dal-tee,DAL Tee,Tops,FALSE,1010,bells,NA,NA,Receive in mail,NA,NA,NA,nh,item-dal-tee,https://villagerdb.com/images/items/full/dal-tee.6b2ffdf.png
